Filename,Segment,Tone,Sixltr,pronoun,ppron,i,we,you,shehe,they,ipron,posemo,negemo,anx,anger,sad,certain,power,relig,death,swear
all.txt,1,21.67,22.07,12.00,7.05,1.49,1.02,2.02,1.06,1.46,4.94,3.01,3.28,0.40,1.61,0.46,1.72,3.78,2.79,0.79,0.13
